"Time (s)","Fx (N)","Fy (N)","Fz (N)","Tx (Nm)","Ty (Nm)","Tz (Nm)","AI7 (V)","AI8 (V)"
20.810000,0.177638,-0.019939,-2.632068,-0.002162,-0.008149,0.001116,0.003163,0.002190
20.815000,0.185614,-0.013025,-2.571619,-0.001700,-0.008456,0.001125,0.002838,0.000893
20.820000,0.189782,0.010609,-2.607879,-0.001953,-0.008208,0.001413,0.003163,-0.000729
20.825000,0.169562,-0.033855,-2.638693,-0.001904,-0.008072,0.001027,0.003163,0.002838
20.830000,0.197645,0.000924,-2.609412,-0.001874,-0.008497,0.000961,0.002514,-0.000080
20.835000,0.177503,0.010290,-2.582478,-0.002375,-0.007997,0.000988,0.003163,-0.000080
20.840000,0.173710,-0.019868,-2.607635,-0.002107,-0.008268,0.001369,0.002838,0.001866
20.845000,0.171684,-0.037613,-2.628257,-0.002299,-0.008576,0.001189,0.002838,-0.002674
20.850000,0.137306,-0.026725,-2.625268,-0.002134,-0.007779,0.000852,0.002514,-0.001702
20.855000,0.171454,-0.033175,-2.599457,-0.002138,-0.008662,0.000743,0.002838,0.000893
20.860000,0.159459,-0.022579,-2.647842,-0.000665,-0.007618,0.001037,0.003487,-0.003323
20.865000,0.143440,-0.008680,-2.668010,-0.001481,-0.007770,0.001029,0.002190,-0.002999
20.870000,0.141386,-0.023797,-2.644307,-0.001179,-0.007482,0.001057,0.002190,0.000568
20.875000,0.191569,-0.016136,-2.662928,-0.001029,-0.008239,0.000789,0.002838,-0.004620
20.880000,0.171358,-0.013837,-2.656723,-0.001339,-0.007984,0.000559,0.003487,-0.001053
20.885000,0.149519,-0.010172,-2.654698,-0.001773,-0.008354,0.001053,0.002190,0.000244
20.890000,0.173503,-0.005939,-2.622606,-0.001996,-0.008299,0.000867,0.002838,-0.002350
20.895000,0.167264,-0.011513,-2.619951,-0.001506,-0.007411,0.000593,0.002838,0.000568
20.900000,0.145265,-0.033945,-2.622625,-0.001851,-0.008293,0.000597,0.002190,0.000893
20.905000,0.153494,-0.003183,-2.634773,-0.001782,-0.008133,0.001059,0.003163,0.000244
20.910000,0.143303,-0.027950,-2.618804,-0.002002,-0.007842,0.000798,0.002838,0.002838
20.915000,0.161334,-0.029152,-2.626085,-0.001550,-0.008004,0.000664,0.003163,0.001541
20.920000,0.151370,0.004534,-2.588786,-0.002349,-0.008314,0.000862,0.001866,-0.000404
20.925000,0.185465,-0.031928,-2.620162,-0.001859,-0.008413,0.000639,0.002838,0.003487
20.930000,0.171350,-0.018741,-2.575770,-0.001445,-0.007988,0.000759,0.002838,0.001541
20.935000,0.139224,-0.049240,-2.588765,-0.001737,-0.008477,0.000620,0.002838,-0.000080
20.940000,0.153376,-0.022268,-2.612272,-0.002118,-0.008094,0.000829,0.002190,0.001866
20.945000,0.185487,-0.017726,-2.650367,-0.001882,-0.008251,0.000642,0.002514,-0.001702
20.950000,0.175360,-0.047398,-2.607200,-0.002265,-0.008483,0.000488,0.003163,-0.001702
20.955000,0.149292,-0.015470,-2.585803,-0.002128,-0.008600,0.000658,0.002838,0.000244
20.960000,0.191425,-0.016933,-2.583804,-0.002154,-0.008232,0.000619,0.002838,-0.002674
20.965000,0.175455,-0.032667,-2.612341,-0.001336,-0.008059,0.000838,0.002838,-0.003323
20.970000,0.185389,-0.039143,-2.587002,-0.001941,-0.008384,0.000554,0.002838,-0.001377
20.975000,0.167287,-0.014232,-2.606853,-0.002038,-0.007874,0.000558,0.002838,-0.003972
20.980000,0.195545,-0.035588,-2.552503,-0.001730,-0.008504,0.000898,0.003487,-0.001377
20.985000,0.167493,-0.060946,-2.598507,-0.001853,-0.008053,0.000993,0.002838,0.000244
20.990000,0.171434,-0.030988,-2.552429,-0.002400,-0.008444,0.000860,0.001866,-0.002350
20.995000,0.173233,-0.024688,-2.617374,-0.001629,-0.007742,0.000391,0.002190,0.001217
21.000000,0.145185,-0.047829,-2.595672,-0.001402,-0.007825,0.000601,0.003163,0.001866
21.005000,0.151423,-0.044185,-2.635021,-0.001622,-0.007940,0.000937,0.002838,-0.001702
21.010000,0.171442,-0.047021,-2.606017,-0.002067,-0.007968,0.000829,0.002190,0.002190
21.015000,0.173320,-0.050754,-2.613919,-0.002188,-0.008029,0.000490,0.002514,0.002514
21.020000,0.165398,-0.046097,-2.596235,-0.002343,-0.008428,0.000710,0.003487,0.000893
21.025000,0.167443,-0.047270,-2.595988,-0.002163,-0.008772,0.000737,0.003163,0.003487
21.030000,0.169398,-0.046077,-2.599790,-0.002392,-0.008146,0.000714,0.002838,0.001217
21.035000,0.177393,-0.043796,-2.569630,-0.001911,-0.008531,0.000662,0.003163,-0.001377
21.040000,0.147233,-0.051830,-2.613240,-0.002369,-0.008209,0.000507,0.002514,0.000893
21.045000,0.171502,-0.051866,-2.616076,-0.002376,-0.008293,0.000851,0.002190,-0.000729
21.050000,0.181481,-0.050441,-2.622874,-0.001530,-0.008248,0.000747,0.002514,-0.001702
21.055000,0.155370,-0.067935,-2.581726,-0.001789,-0.007928,0.000905,0.002838,-0.000404
21.060000,0.157349,-0.069646,-2.572683,-0.002694,-0.008177,0.000758,0.002514,-0.003323
21.065000,0.171449,-0.039823,-2.632864,-0.002032,-0.007693,0.000832,0.001866,-0.003323
21.070000,0.191394,-0.042548,-2.597224,-0.001821,-0.008003,0.000558,0.002514,-0.001377
21.075000,0.181184,-0.060354,-2.578051,-0.001959,-0.008020,0.000213,0.003811,-0.004296
21.080000,0.173480,-0.036497,-2.582144,-0.001868,-0.008291,0.000917,0.002514,-0.003323
21.085000,0.191573,-0.021381,-2.596184,-0.002267,-0.007844,0.000985,0.002838,0.000568
21.090000,0.181412,-0.034169,-2.606661,-0.001912,-0.007866,0.000698,0.003163,-0.002350
21.095000,0.205497,-0.041666,-2.617901,-0.001923,-0.008743,0.000443,0.003163,-0.001053
21.100000,0.153401,-0.048016,-2.646022,-0.002491,-0.007608,0.000849,0.002838,0.001866
21.105000,0.195670,-0.032902,-2.625820,-0.001676,-0.008363,0.001008,0.002514,-0.000729
21.110000,0.171366,-0.072947,-2.613400,-0.002067,-0.008093,0.000596,0.002190,0.001217
21.115000,0.173444,-0.048512,-2.582829,-0.002310,-0.008446,0.000769,0.001866,0.004136
21.120000,0.187538,-0.044441,-2.636185,-0.001547,-0.007815,0.000866,0.002514,0.000568
21.125000,0.163332,-0.048967,-2.595492,-0.001319,-0.007598,0.000806,0.002838,0.002514
21.130000,0.167246,-0.051824,-2.596951,-0.001813,-0.008110,0.000434,0.003487,0.003163
21.135000,0.149299,-0.048044,-2.575252,-0.002010,-0.007761,0.000854,0.000893,0.000244
21.140000,0.179438,-0.035172,-2.582433,-0.001675,-0.007666,0.000898,0.002514,0.000568
21.145000,0.183395,-0.044650,-2.630460,-0.001878,-0.007650,0.000612,0.003487,-0.000080
21.150000,0.161355,-0.050527,-2.595913,-0.001987,-0.008076,0.000741,0.002838,-0.002350
21.155000,0.163288,-0.040204,-2.569798,-0.002681,-0.007369,0.000748,0.003487,-0.001053
21.160000,0.179482,-0.046858,-2.595633,-0.001597,-0.007854,0.000921,0.002514,-0.002350
21.165000,0.159331,-0.080095,-2.579519,-0.002656,-0.007743,0.000759,0.002514,-0.003323
21.170000,0.137252,-0.052666,-2.608899,-0.002363,-0.007546,0.000790,0.000568,-0.001377
21.175000,0.187299,-0.068762,-2.557613,-0.002284,-0.008215,0.000407,0.002838,-0.002026
21.180000,0.155294,-0.063135,-2.581997,-0.001530,-0.007684,0.000798,0.003487,-0.002999
21.185000,0.149399,-0.064442,-2.618695,-0.002243,-0.007942,0.000899,0.002190,0.000244
21.190000,0.151142,-0.068205,-2.580019,-0.002217,-0.007540,0.000484,0.002190,-0.001053
21.195000,0.197485,-0.050884,-2.586941,-0.001912,-0.008283,0.000668,0.002514,-0.001053
21.200000,0.143189,-0.037071,-2.635983,-0.001490,-0.007400,0.000604,0.003163,0.001866
21.205000,0.147537,-0.056054,-2.603884,-0.001864,-0.008410,0.001209,0.002838,0.000568
21.210000,0.197502,-0.043846,-2.597120,-0.002344,-0.007784,0.000755,0.003487,-0.000404
21.215000,0.165276,-0.067162,-2.607030,-0.002129,-0.008171,0.000454,0.002838,0.002514
21.220000,0.175494,-0.042403,-2.616099,-0.002001,-0.008406,0.000800,0.002514,-0.000404
21.225000,0.171482,-0.042444,-2.595887,-0.002556,-0.007717,0.000971,0.003163,0.002190
21.230000,0.193436,-0.029593,-2.583396,-0.001656,-0.008078,0.000676,0.003163,0.003163
21.235000,0.145249,-0.071867,-2.599663,-0.002519,-0.008327,0.000555,0.002838,-0.002999
21.240000,0.129091,-0.055363,-2.596576,-0.002940,-0.007548,0.000503,0.001866,0.000244
21.245000,0.179415,-0.044534,-2.629979,-0.001733,-0.007712,0.000695,0.001866,0.000893
21.250000,0.133068,-0.054772,-2.575450,-0.001477,-0.007340,0.000600,0.002838,-0.002999
21.255000,0.149287,-0.043348,-2.582117,-0.002081,-0.007652,0.000827,0.003487,0.000568
21.260000,0.167365,-0.056549,-2.569272,-0.002205,-0.007887,0.000799,0.002838,-0.002026
21.265000,0.157220,-0.053067,-2.590166,-0.002470,-0.007660,0.000543,0.001217,-0.003647
21.270000,0.139263,-0.061400,-2.569031,-0.002831,-0.008297,0.000725,0.002838,0.000568
21.275000,0.145180,-0.048302,-2.538902,-0.002149,-0.007932,0.000684,0.002838,-0.000729
21.280000,0.161332,-0.036152,-2.568488,-0.001575,-0.007454,0.000923,0.003163,-0.002350
21.285000,0.153499,-0.054761,-2.611020,-0.001859,-0.007672,0.001189,0.003487,0.000893
21.290000,0.131141,-0.056591,-2.575975,-0.002523,-0.008310,0.000528,0.002514,-0.000080
21.295000,0.143203,-0.054254,-2.538865,-0.002461,-0.007915,0.000736,0.002514,-0.001053
21.300000,0.131208,-0.072392,-2.550856,-0.001608,-0.007627,0.000929,0.002190,0.002190
21.305000,0.131340,-0.079784,-2.584620,-0.002639,-0.007970,0.001000,0.002190,0.000568
21.310000,0.139148,-0.058653,-2.565702,-0.002203,-0.007449,0.000681,0.002838,0.000568
21.315000,0.139211,-0.061321,-2.542066,-0.002497,-0.008165,0.000730,0.003487,0.002514
21.320000,0.129228,-0.073341,-2.557099,-0.001423,-0.007341,0.001044,0.003163,0.001217
21.325000,0.109136,-0.059685,-2.564340,-0.002428,-0.007855,0.000862,0.002190,0.000893
21.330000,0.129156,-0.064682,-2.565556,-0.002747,-0.007632,0.000727,0.001866,0.003163
21.335000,0.125255,-0.061764,-2.570577,-0.001739,-0.007760,0.001012,0.002838,-0.000729
21.340000,0.119168,-0.063085,-2.540595,-0.001928,-0.007725,0.000954,0.003163,-0.000729
21.345000,0.101084,-0.052213,-2.526407,-0.001951,-0.007021,0.001126,0.002190,0.001217
21.350000,0.129182,-0.052788,-2.541366,-0.002303,-0.007700,0.000874,0.002514,-0.002999
21.355000,0.119118,-0.070263,-2.551281,-0.002111,-0.007802,0.000781,0.003487,-0.002674
21.360000,0.131332,-0.048948,-2.546708,-0.001577,-0.008190,0.001128,0.002838,0.000893
21.365000,0.123266,-0.039826,-2.506705,-0.002504,-0.007562,0.001243,0.003163,-0.003647
21.370000,0.115136,-0.065621,-2.493470,-0.002075,-0.007897,0.001009,0.003487,-0.002674
21.375000,0.107008,-0.089454,-2.508151,-0.002954,-0.007774,0.000713,0.002838,0.000568
21.380000,0.127357,-0.065674,-2.516472,-0.002316,-0.008155,0.001260,0.002190,-0.003647
21.385000,0.137426,-0.057205,-2.549973,-0.002043,-0.007748,0.001325,0.001866,-0.000729
21.390000,0.095022,-0.069836,-2.502755,-0.001617,-0.007454,0.001034,0.003487,-0.000080
21.395000,0.084993,-0.080526,-2.529905,-0.002191,-0.007522,0.000938,0.003487,-0.002026
21.400000,0.091127,-0.076717,-2.556065,-0.002078,-0.007116,0.001196,0.002514,0.002514
21.405000,0.107227,-0.058105,-2.593609,-0.002136,-0.007515,0.001089,0.003163,0.002514
21.410000,0.083109,-0.095394,-2.623436,-0.002044,-0.007526,0.000956,0.004136,0.001217
21.415000,0.091288,-0.069813,-2.619668,-0.002428,-0.008049,0.001184,0.001866,0.002838
21.420000,0.097390,-0.068207,-2.669484,-0.002049,-0.007588,0.001330,0.002514,0.002190
21.425000,0.113543,-0.087085,-2.716782,-0.002023,-0.008138,0.001267,0.003811,-0.000729
21.430000,0.093465,-0.115223,-2.791010,-0.002505,-0.008359,0.000990,0.002838,0.002190
21.435000,0.109514,-0.105814,-2.811672,-0.002372,-0.008123,0.000943,0.003487,0.000893
21.440000,0.143760,-0.104582,-2.851945,-0.001402,-0.009070,0.000922,0.002514,-0.001053
21.445000,0.109829,-0.161546,-3.008747,-0.001987,-0.009055,0.000909,0.003163,0.000244
21.450000,0.118135,-0.189396,-3.196505,-0.001977,-0.009958,0.000800,0.002514,-0.002026
21.455000,0.178435,-0.177846,-3.353240,-0.001737,-0.010488,0.000362,0.002190,-0.002674
21.460000,0.222818,-0.179936,-3.524996,-0.000902,-0.011480,0.000166,0.002838,-0.000080
21.465000,0.225171,-0.213525,-3.810397,-0.001356,-0.012306,-0.000068,0.003163,-0.003647
21.470000,0.253548,-0.215370,-4.052437,-0.000944,-0.012948,-0.000273,0.002190,-0.001053
21.475000,0.340042,-0.188481,-4.358028,-0.000706,-0.013759,-0.000990,0.002838,-0.000080
21.480000,0.358381,-0.200659,-4.721460,-0.000084,-0.014993,-0.001635,0.002838,-0.002674
21.485000,0.441139,-0.195090,-5.066267,-0.000337,-0.017090,-0.002123,0.002190,-0.000080
21.490000,0.487512,-0.144247,-5.383733,0.000139,-0.017960,-0.002734,0.003487,0.001217
21.495000,0.564007,-0.108568,-5.755618,0.001452,-0.019276,-0.003566,0.002838,-0.000729
21.500000,0.608650,-0.054266,-6.173205,0.001183,-0.020949,-0.004026,0.002838,0.001541
21.505000,0.681291,0.027962,-6.599079,0.000950,-0.022351,-0.004718,0.001866,0.003163
21.510000,0.774144,0.091552,-7.105515,0.001208,-0.024439,-0.005473,0.001866,0.001866
21.515000,0.851006,0.171833,-7.621036,0.001422,-0.026359,-0.006032,0.003487,0.001866
21.520000,0.915955,0.230571,-8.221118,0.000058,-0.028702,-0.006704,0.003487,0.003487
21.525000,1.015094,0.330442,-8.777203,-0.000579,-0.030910,-0.007062,0.002838,0.000893
21.530000,1.096155,0.412922,-9.363310,-0.001536,-0.032588,-0.007431,0.002838,0.002514
21.535000,1.167215,0.473225,-9.894504,-0.001985,-0.034680,-0.007611,0.001541,0.002190
21.540000,1.238110,0.504938,-10.406981,-0.002636,-0.037171,-0.008224,0.002190,-0.001702
21.545000,1.283004,0.573946,-10.920501,-0.002926,-0.038238,-0.008259,0.002838,-0.000080
21.550000,1.337852,0.636972,-11.373786,-0.002775,-0.039368,-0.008315,0.002514,-0.000404
21.555000,1.330318,0.614485,-11.779227,-0.002900,-0.040468,-0.008556,0.003811,-0.003647
21.560000,1.355110,0.648095,-12.231892,-0.003594,-0.041654,-0.008524,0.002514,-0.001377
21.565000,1.375839,0.663077,-12.674536,-0.004613,-0.041732,-0.008379,0.002514,-0.001702
21.570000,1.374541,0.672178,-13.079019,-0.005227,-0.043041,-0.008192,0.002838,-0.003647
21.575000,1.362996,0.672635,-13.414274,-0.006860,-0.043372,-0.008145,0.003163,0.000244
21.580000,1.345699,0.672352,-13.770841,-0.008208,-0.043949,-0.007568,0.004460,-0.001053
21.585000,1.344343,0.686201,-14.158742,-0.009027,-0.044459,-0.007317,0.003163,-0.003323
21.590000,1.322717,0.671860,-14.496511,-0.009279,-0.045430,-0.007416,0.003163,-0.001053
21.595000,1.325063,0.687308,-14.870492,-0.010480,-0.046564,-0.007984,0.003487,0.000244
21.600000,1.323600,0.722224,-15.211611,-0.010995,-0.047034,-0.007806,0.003811,0.001217
21.605000,1.342293,0.714980,-15.555658,-0.010475,-0.048467,-0.007636,0.003163,0.004784
21.610000,1.342469,0.736994,-15.803961,-0.009925,-0.048518,-0.007894,0.002838,0.002190
21.615000,1.308914,0.755602,-16.113628,-0.010506,-0.049296,-0.007593,0.002514,0.000893
21.620000,1.327504,0.771753,-16.431465,-0.010561,-0.049604,-0.007380,0.001541,0.005433
21.625000,1.305628,0.778609,-16.672308,-0.010265,-0.049631,-0.007540,0.002838,0.001217
21.630000,1.245942,0.789331,-16.974522,-0.010966,-0.049706,-0.007131,0.003487,-0.001053
21.635000,1.218382,0.818447,-17.226971,-0.011530,-0.050059,-0.006649,0.002514,0.002190
21.640000,1.210537,0.835152,-17.516972,-0.012891,-0.049872,-0.007064,0.002838,-0.002999
21.645000,1.156852,0.837976,-17.832272,-0.012372,-0.050514,-0.006795,0.003487,-0.002026
21.650000,1.139314,0.863100,-18.058619,-0.013384,-0.051278,-0.006399,0.002514,0.000893
21.655000,1.121453,0.884131,-18.282526,-0.013197,-0.050617,-0.006378,0.003811,-0.002999
21.660000,1.103654,0.867564,-18.475489,-0.012454,-0.050943,-0.006316,0.002838,-0.002999
21.665000,1.051859,0.838203,-18.717928,-0.012893,-0.050888,-0.006050,0.002838,-0.000404
21.670000,1.013887,0.842338,-18.881451,-0.013438,-0.050765,-0.006075,0.001541,-0.003972
21.675000,0.992046,0.825362,-19.044752,-0.013584,-0.050977,-0.006016,0.002838,-0.001377
21.680000,0.910148,0.797847,-19.234718,-0.013374,-0.050184,-0.005354,0.003487,0.000893
21.685000,0.880339,0.820597,-19.391058,-0.014151,-0.050472,-0.005150,0.001866,-0.000729
21.690000,0.868433,0.807544,-19.578283,-0.013765,-0.049616,-0.005160,0.000568,0.001217
21.695000,0.832495,0.763399,-19.711319,-0.013953,-0.050400,-0.005229,0.002514,-0.000080
21.700000,0.784576,0.754913,-19.839725,-0.013987,-0.050445,-0.004948,0.003163,-0.000404
21.705000,0.750799,0.710196,-19.967712,-0.014025,-0.049893,-0.004387,0.002838,0.002838
21.710000,0.750829,0.696390,-20.051916,-0.014155,-0.049411,-0.004477,0.003163,0.003811
21.715000,0.676738,0.639789,-20.173594,-0.014572,-0.049310,-0.004332,0.003811,0.002190
21.720000,0.642917,0.625324,-20.292049,-0.014829,-0.049100,-0.003906,0.003163,0.005109
21.725000,0.623040,0.569130,-20.385500,-0.016203,-0.048473,-0.003685,0.001217,0.001541
21.730000,0.601185,0.535704,-20.491289,-0.016144,-0.048630,-0.003486,0.002514,-0.000080
21.735000,0.561192,0.486399,-20.639069,-0.018004,-0.048571,-0.003618,0.002838,0.001217
21.740000,0.535233,0.478627,-20.752499,-0.018702,-0.048017,-0.003523,0.002514,-0.001377
21.745000,0.551511,0.460162,-20.876450,-0.018727,-0.048037,-0.003419,0.003163,-0.000729
21.750000,0.489359,0.393886,-20.935072,-0.019286,-0.047563,-0.003294,0.003163,0.000244
21.755000,0.475391,0.409226,-21.032639,-0.020245,-0.047195,-0.003331,0.002514,-0.003647
21.760000,0.503650,0.364525,-21.113852,-0.020737,-0.047078,-0.003285,0.002190,-0.002026
21.765000,0.451493,0.341952,-21.131618,-0.020124,-0.046694,-0.003080,0.002514,-0.002026
21.770000,0.417515,0.319950,-21.143335,-0.020643,-0.046514,-0.002735,0.002514,-0.002999
21.775000,0.423469,0.295272,-21.126963,-0.020492,-0.046319,-0.002821,0.001866,0.000244
21.780000,0.445633,0.299196,-21.207535,-0.019833,-0.046117,-0.002812,0.002514,-0.000080
21.785000,0.397338,0.257053,-21.149654,-0.020166,-0.045853,-0.002837,0.002838,-0.002674
21.790000,0.385169,0.247806,-21.109217,-0.019641,-0.045789,-0.002950,0.002514,0.001866
21.795000,0.415173,0.201782,-21.073620,-0.019704,-0.045060,-0.003029,0.002514,0.000568
21.800000,0.379128,0.150402,-21.082207,-0.019769,-0.045495,-0.002921,0.003163,-0.000729
21.805000,0.357176,0.161622,-21.069759,-0.018987,-0.045467,-0.002499,0.003163,0.003811
21.810000,0.375265,0.153567,-21.069830,-0.018985,-0.044492,-0.002290,0.003811,0.001866
21.815000,0.349044,0.150123,-21.046114,-0.018523,-0.045064,-0.002554,0.002514,-0.001702
21.820000,0.316872,0.143128,-21.089855,-0.018931,-0.045311,-0.002826,0.002190,0.003163
21.825000,0.351126,0.170522,-21.082201,-0.017809,-0.045062,-0.002433,0.003163,-0.001377
21.830000,0.348847,0.181412,-21.069475,-0.016345,-0.045124,-0.002927,0.003163,-0.001053
21.835000,0.364897,0.209504,-21.127481,-0.016217,-0.045444,-0.003171,0.002514,0.001541
21.840000,0.370629,0.252760,-21.126076,-0.015813,-0.045388,-0.003771,0.001541,-0.001702
21.845000,0.426967,0.295394,-21.230536,-0.014313,-0.045844,-0.003825,0.002190,-0.001377
21.850000,0.444778,0.326948,-21.188282,-0.013171,-0.046277,-0.004309,0.002838,0.001541
21.855000,0.444802,0.360066,-21.204514,-0.012389,-0.046766,-0.004328,0.002838,-0.002999
21.860000,0.494766,0.403265,-21.206795,-0.011020,-0.047330,-0.004913,0.001866,-0.001053
21.865000,0.528858,0.428022,-21.261543,-0.010211,-0.047401,-0.005146,0.001866,0.001217
21.870000,0.518761,0.422176,-21.275084,-0.009728,-0.048199,-0.005437,0.003487,-0.002674
21.875000,0.542783,0.466834,-21.241865,-0.009122,-0.047757,-0.005378,0.002514,0.000244
21.880000,0.558962,0.483501,-21.319094,-0.009190,-0.047325,-0.005257,0.003163,0.000244
21.885000,0.557197,0.489709,-21.391619,-0.009069,-0.047755,-0.004982,0.002838,-0.001377
21.890000,0.565311,0.505802,-21.395155,-0.009460,-0.048410,-0.004955,0.003163,0.002190
21.895000,0.579168,0.518767,-21.366058,-0.009299,-0.047174,-0.005073,0.003487,0.001866
21.900000,0.579326,0.500521,-21.404913,-0.008644,-0.047172,-0.004796,0.003487,-0.000080
21.905000,0.581312,0.470695,-21.416054,-0.009372,-0.047658,-0.005038,0.003487,0.004136
21.910000,0.575364,0.474571,-21.459097,-0.009444,-0.047071,-0.004869,0.003811,0.003163
21.915000,0.607509,0.467592,-21.489828,-0.008749,-0.047256,-0.004943,0.002838,0.002514
21.920000,0.589382,0.445273,-21.591692,-0.009581,-0.047043,-0.005359,0.002838,0.003811
21.925000,0.617545,0.459240,-21.663160,-0.009533,-0.047369,-0.005520,0.002838,0.002190
21.930000,0.635645,0.474387,-21.717600,-0.009379,-0.047916,-0.005713,0.002514,-0.000404
21.935000,0.627843,0.460960,-21.803225,-0.009075,-0.047753,-0.005385,0.002838,0.000893
21.940000,0.633940,0.494915,-21.911577,-0.009902,-0.047591,-0.005524,0.002190,-0.002674
21.945000,0.690145,0.485250,-21.960287,-0.009053,-0.048463,-0.005878,0.002514,-0.000729
21.950000,0.671994,0.496033,-21.966927,-0.009035,-0.048005,-0.005961,0.003163,-0.000729
21.955000,0.684156,0.509939,-22.034470,-0.009309,-0.048706,-0.006049,0.002838,-0.003323
21.960000,0.710077,0.503884,-22.049881,-0.009311,-0.048049,-0.006402,0.001866,-0.002026
21.965000,0.734444,0.544213,-22.163116,-0.008699,-0.048561,-0.006165,0.002514,-0.000729
21.970000,0.722328,0.518093,-22.153637,-0.009116,-0.048973,-0.006407,0.004136,-0.002350
21.975000,0.720475,0.568842,-22.199650,-0.008992,-0.049120,-0.006172,0.002190,-0.001053
21.980000,0.756561,0.573209,-22.275713,-0.009377,-0.048930,-0.006528,0.003163,0.001217
21.985000,0.730516,0.549050,-22.345381,-0.009312,-0.048767,-0.006547,0.003163,-0.002026
21.990000,0.726561,0.558283,-22.304420,-0.009163,-0.049581,-0.006437,0.003163,0.002514
21.995000,0.728505,0.536229,-22.355394,-0.009192,-0.048750,-0.006579,0.003163,0.000568
22.000000,0.702513,0.523730,-22.428238,-0.009255,-0.048867,-0.006542,0.003163,0.001217
22.005000,0.714820,0.533204,-22.504740,-0.009546,-0.049235,-0.006263,0.002838,0.003811
22.010000,0.688729,0.551214,-22.581718,-0.010105,-0.048310,-0.006267,0.003163,-0.001053
22.015000,0.698951,0.533874,-22.634527,-0.009595,-0.048886,-0.006106,0.002190,0.000244
22.020000,0.697101,0.516200,-22.759186,-0.010551,-0.049124,-0.006211,0.003163,0.004460
22.025000,0.673018,0.540299,-22.849293,-0.010424,-0.048494,-0.006268,0.003487,-0.000080
22.030000,0.669116,0.526564,-22.929298,-0.010129,-0.048794,-0.006279,0.002838,0.000244
22.035000,0.651217,0.525629,-22.981962,-0.010739,-0.048543,-0.006010,0.003811,0.001541
22.040000,0.608863,0.550794,-23.086691,-0.010888,-0.047750,-0.006523,0.000893,-0.003647
22.045000,0.639228,0.566222,-23.173534,-0.010641,-0.048146,-0.006291,0.002514,-0.002999
22.050000,0.607379,0.520184,-23.224148,-0.010021,-0.048225,-0.005782,0.002514,-0.001053
22.055000,0.601272,0.565853,-23.278934,-0.010401,-0.048227,-0.006113,0.002190,-0.003323
22.060000,0.617270,0.565935,-23.374311,-0.010144,-0.048257,-0.006533,0.002190,-0.001053
22.065000,0.563096,0.584587,-23.469786,-0.009515,-0.047928,-0.006546,0.003163,-0.000729
22.070000,0.567382,0.575199,-23.525873,-0.009900,-0.048575,-0.006250,0.002838,-0.001702
22.075000,0.565130,0.583876,-23.577412,-0.009252,-0.047492,-0.006687,0.002190,-0.000080
22.080000,0.545194,0.589032,-23.687298,-0.009090,-0.047952,-0.006731,0.002514,-0.000404
22.085000,0.513473,0.580415,-23.784992,-0.009592,-0.047591,-0.006020,0.003811,-0.001702
22.090000,0.515425,0.584160,-23.791729,-0.009057,-0.047416,-0.006098,0.002838,0.001866
22.095000,0.531387,0.569962,-23.830061,-0.009008,-0.047304,-0.006435,0.002514,0.001866
22.100000,0.491524,0.568173,-23.938637,-0.009338,-0.047809,-0.006153,0.003487,0.001541
22.105000,0.471672,0.599549,-24.040699,-0.009030,-0.047402,-0.005787,0.002838,0.004136
22.110000,0.507803,0.587412,-24.055573,-0.009255,-0.047461,-0.005922,0.002838,0.001541
22.115000,0.489770,0.588703,-24.115885,-0.009532,-0.047681,-0.006047,0.003163,0.000893
22.120000,0.477821,0.631283,-24.155138,-0.009119,-0.048129,-0.005958,0.002514,0.003811
22.125000,0.479972,0.623057,-24.218945,-0.010108,-0.047571,-0.005768,0.002838,-0.000080
22.130000,0.449838,0.584745,-24.265272,-0.009693,-0.047852,-0.005961,0.002514,-0.000729
22.135000,0.455777,0.604293,-24.330902,-0.010315,-0.048240,-0.006442,0.001866,-0.000080
22.140000,0.453989,0.601070,-24.366562,-0.010843,-0.047531,-0.005937,0.004136,-0.001702
22.145000,0.450060,0.589974,-24.402100,-0.009634,-0.047818,-0.005827,0.003163,-0.001377
22.150000,0.442114,0.552282,-24.422079,-0.010207,-0.048081,-0.005792,0.003163,-0.001053
22.155000,0.423982,0.565708,-24.451836,-0.009755,-0.047489,-0.005844,0.001866,-0.004296
22.160000,0.424039,0.549757,-24.538885,-0.009426,-0.047121,-0.005877,0.001866,-0.000080
22.165000,0.384033,0.538603,-24.529652,-0.009270,-0.047002,-0.005443,0.002838,-0.001053
22.170000,0.377887,0.530303,-24.516848,-0.009266,-0.046936,-0.005671,0.002190,-0.002674
22.175000,0.393796,0.504641,-24.551603,-0.008524,-0.046717,-0.006062,0.002514,0.001217
22.180000,0.369971,0.514547,-24.586100,-0.008552,-0.046804,-0.005537,0.002838,-0.000404
22.185000,0.338124,0.496514,-24.667515,-0.008495,-0.046803,-0.005109,0.002838,-0.000080
22.190000,0.344012,0.504857,-24.658106,-0.008310,-0.045933,-0.005207,0.002514,0.003163
22.195000,0.345903,0.508307,-24.662327,-0.008250,-0.045807,-0.005457,0.002514,0.001217
22.200000,0.305730,0.499052,-24.637836,-0.008511,-0.045877,-0.005418,0.003487,-0.000729
22.205000,0.302016,0.513772,-24.699318,-0.007963,-0.046140,-0.004913,0.001866,0.004460
22.210000,0.313766,0.508890,-24.708315,-0.007675,-0.045847,-0.005552,0.002190,0.000244
